,Price
2141,3.6
2142,3.58
2143,2.5
2144,3.5
2145,25.0
2146,1.75
2147,10.0
2148,7.75
2149,6.45
2150,10.0
2151,4.5
2152,3.4
2153,4.5
2154,4.3
2155,46.0
2156,3.4
2157,14.5
2158,2.1
2159,3.65
2160,3.0
2161,3.95
2162,6.75
2163,6.53
2164,22.0
2165,4.75
2166,5.99
2167,3.05
2168,2.4
2169,1.3
2170,6.71
2171,7.2
2172,5.4
2173,6.63
2174,7.5
2175,14.21
2176,3.0
2177,5.11
2178,3.39
2179,22.99
2180,2.35
2181,2.85
2182,18.5
2183,5.99
2184,3.0
2185,3.6
2186,24.0
2187,6.26
2188,13.7
2189,35.0
2190,5.02
2191,3.1
2192,5.5
2193,3.59
2194,4.65
2195,3.8
2196,12.5
2197,12.9
2198,2.35
2199,4.15
2200,22.58
2201,2.65
2202,2.25
2203,16.0
2204,19.5
2205,21.0
2206,17.5
2207,2.41
2208,29.93
2209,1.02
2210,11.0
2211,5.35
2212,5.65
2213,22.0
2214,5.95
2215,2.35
2216,4.1
2217,5.4
2218,8.45
2219,42.5
2220,10.75
2221,1.65
2222,11.03
2223,3.5
2224,6.3
2225,6.75
2226,7.5
2227,15.5
2228,4.65
2229,7.58
2230,2.2
2231,21.0
2232,5.25
2233,5.22
2234,2.0
2235,9.18
2236,1.74
2237,4.45
2238,4.95
2239,5.64
2240,6.9
2241,13.95
2242,17.0
2243,4.6
2244,5.21
2245,12.34
2246,1.5
2247,22.99
2248,40.0
2249,1.2
2250,2.9
2251,13.9
2252,7.85
2253,54.45
2254,4.75
2255,3.25
2256,7.1
2257,4.65
2258,5.0
2259,4.95
2260,9.8
2261,78.8
2262,2.99
2263,4.45
2264,0.75
2265,5.0
2266,5.0
2267,9.69
2268,5.5
2269,65.0
2270,5.11
2271,2.19
2272,4.25
2273,14.5
2274,5.65
2275,22.5
2276,1.5
2277,3.2
2278,4.5
2279,4.5
2280,8.0
2281,28.9
2282,4.1
2283,7.22
2284,5.8
2285,3.5
2286,6.35
2287,8.85
2288,2.0
2289,5.5
2290,2.3
2291,7.95
2292,6.16
2293,2.85
2294,25.0
2295,10.36
2296,26.0
2297,4.35
2298,4.5
2299,5.0
2300,3.67
2301,6.0
2302,6.34
2303,22.0
2304,1.67
2305,7.95
2306,9.74
2307,6.0
2308,21.5
2309,3.9
2310,2.35
2311,2.65
2312,3.16
2313,2.05
2314,2.95
2315,3.9
2316,6.68
2317,3.5
2318,8.11
2319,8.3
2320,45.61
2321,4.45
2322,7.85
2323,3.1
2324,3.75
2325,7.65
2326,4.9
2327,16.52
2328,14.05
2329,6.75
2330,9.2
2331,2.75
2332,20.5
2333,4.25
2334,6.0
2335,6.0
2336,2.41
2337,7.25
2338,23.65
2339,6.5
2340,18.06
2341,3.2
2342,6.42
2343,23.0
2344,5.9
2345,7.75
2346,15.0
2347,9.0
2348,11.5
2349,6.2
2350,5.92
2351,6.29
2352,4.12
2353,3.8
2354,2.7
2355,20.28
2356,3.9
2357,16.5
2358,3.7
2359,79.0
2360,17.99
2361,3.9
2362,3.12
2363,1.65
2364,3.5
2365,4.85
2366,39.22
2367,2.0
2368,10.45
2369,27.0
2370,2.25
2371,3.45
2372,6.14
2373,2.85
2374,3.25
2375,4.0
2376,2.59
2377,6.96
2378,3.0
2379,3.6
2380,3.7
2381,21.75
2382,45.0
2383,3.19
2384,6.2
2385,3.96
2386,4.5
2387,3.55
2388,5.5
2389,10.25
2390,30.0
2391,3.5
2392,3.1
2393,3.25
2394,8.99
2395,3.99
2396,6.0
2397,18.25
2398,7.75
2399,4.5
2400,16.75
2401,17.5
2402,7.7
2403,4.45
2404,5.25
2405,33.66
2406,2.8
2407,8.47
2408,9.32
2409,27.43
2410,6.5
2411,9.5
2412,31.8
2413,4.2
2414,3.85
2415,6.0
2416,1.65
2417,14.5
2418,7.1
2419,28.0
2420,9.38
2421,4.78
2422,1.7
2423,17.85
2424,2.75
2425,5.95
2426,1.5
2427,3.8
2428,38.5
2429,2.15
2430,3.75
2431,8.95
2432,2.95
2433,10.49
2434,1.85
2435,5.25
2436,5.99
2437,3.82
2438,39.0
2439,25.75
2440,2.2
2441,2.0
2442,56.5
2443,21.0
2444,4.0
2445,3.83
2446,5.89
2447,1.36
2448,44.0
2449,3.26
2450,8.0
2451,4.25
2452,6.0
2453,16.61
2454,7.26
2455,4.0
2456,34.51
2457,0.95
2458,2.2
2459,5.75
2460,36.75
2461,10.0
2462,4.05
2463,22.0
2464,27.87
2465,8.75
2466,4.79
2467,11.92
2468,53.11
2469,1.15
2470,7.45
2471,3.5
2472,70.15
2473,19.5
2474,15.0
2475,7.57
2476,4.4
2477,60.0
2478,1.6
2479,4.9
2480,5.95
2481,5.35
2482,5.4
2483,23.45
2484,1.9
2485,6.1
2486,4.95
2487,2.5
2488,3.48
2489,4.4
2490,7.99
2491,10.99
2492,18.5
2493,21.69
2494,5.17
2495,4.5
2496,6.75
2497,3.12
2498,8.25
2499,20.14
2500,12.6
2501,6.61
2502,13.23
2503,4.75
2504,2.9
2505,5.5
2506,9.47
2507,1.95
2508,2.2
2509,4.35
2510,4.5
2511,3.55
2512,4.75
2513,4.52
2514,12.75
2515,20.04
2516,6.5
2517,7.5
2518,4.15
2519,2.5
2520,5.4
2521,3.15
2522,52.5
2523,5.95
2524,6.97
2525,3.2
2526,6.69
2527,5.9
2528,2.25
2529,4.5
2530,2.61
2531,11.5
2532,35.0
2533,0.5
2534,5.75
2535,11.5
2536,2.75
2537,31.5
2538,4.92
2539,3.52
2540,17.55
2541,5.8
2542,6.95
2543,2.4
2544,5.25
2545,4.25
2546,1.5
2547,4.5
2548,2.5
2549,1.55
2550,6.5
2551,4.96
2552,3.25
2553,8.5
2554,2.75
2555,3.4
2556,7.0
2557,3.21
2558,14.25
2559,6.5
2560,5.49
2561,0.8
2562,5.91
2563,6.44
2564,2.9
2565,4.6
2566,7.21
2567,8.0
2568,3.5
2569,5.9
2570,1.74
2571,6.8
2572,7.5
2573,8.0
2574,5.99
2575,12.9
2576,7.0
2577,35.0
2578,5.5
2579,18.46
2580,2.4
2581,1.0
2582,2.65
2583,5.96
2584,75.0
2585,27.15
2586,10.5
2587,6.7
2588,4.9
2589,8.0
2590,3.63
2591,4.8
2592,4.25
2593,30.27
2594,14.25
2595,3.41
2596,2.78
2597,15.5
2598,3.0
2599,2.3
2600,13.28
2601,2.25
2602,3.36
2603,4.25
2604,4.3
2605,6.0
2606,9.18
2607,4.99
2608,3.75
2609,2.5
2610,7.2
2611,29.5
2612,17.55
2613,12.0
2614,13.5
2615,5.1
2616,10.3
2617,5.7
2618,3.41
2619,2.4
2620,5.6
2621,1.0
2622,8.2
2623,27.5
2624,3.5
2625,4.58
2626,10.34
2627,3.25
2628,5.0
2629,2.25
2630,51.52
2631,8.62
2632,7.25
2633,5.47
2634,31.0
2635,35.98
2636,3.42
2637,11.5
2638,7.25
2639,8.0
2640,7.33
2641,3.35
2642,4.4
2643,2.99
2644,5.6
2645,6.63
2646,7.9
2647,7.0
2648,4.95
2649,9.19
2650,5.1
2651,5.9
2652,9.51
2653,3.9
2654,5.39
2655,3.0
2656,4.3
2657,6.75
2658,4.5
2659,2.75
2660,9.0
2661,2.55
2662,3.54
2663,4.25
2664,1.2
2665,19.5
2666,12.0
2667,3.9
2668,9.13
2669,2.25
2670,3.25
2671,14.79
2672,2.35
2673,3.1
2674,12.9
2675,2.5
2676,3.65
2677,7.5
2678,3.74
2679,5.86
2680,39.62
2681,7.05
2682,7.5
2683,2.1
2684,11.6
2685,19.25
2686,17.92
2687,3.6
2688,4.5
2689,7.4
2690,59.29
2691,5.5
2692,1.75
2693,6.75
2694,3.95
2695,4.2
2696,8.4
2697,8.25
2698,3.31
2699,7.5
2700,4.75
2701,8.79
2702,9.5
2703,1.55
2704,5.85
2705,7.52
2706,3.6
2707,4.73
2708,10.5
2709,34.54
2710,6.07
2711,7.76
2712,7.46
2713,3.49
2714,4.05
2715,11.88
2716,6.45
2717,50.0
2718,9.0
2719,14.25
2720,7.36
2721,4.4
2722,3.1
2723,4.28
2724,5.5
2725,6.99
2726,4.29
2727,4.2
2728,4.11
2729,18.75
2730,64.95
2731,1.59
2732,3.6
2733,7.87
2734,5.55
2735,6.4
2736,2.65
2737,5.5
2738,7.31
2739,7.1
2740,7.83
2741,0.85
2742,3.55
2743,8.19
2744,28.0
2745,13.0
2746,3.29
2747,4.41
2748,4.99
2749,17.98
2750,7.71
2751,2.8
2752,3.0
2753,12.49
2754,5.0
2755,32.64
2756,6.5
2757,35.0
2758,2.0
2759,9.46
2760,39.0
2761,15.0
2762,6.15
2763,14.5
2764,5.18
2765,1.24
2766,2.8
2767,5.23
2768,0.45
2769,3.25
2770,1.5
2771,2.85
2772,4.5
2773,16.25
2774,7.75
2775,4.35
2776,33.13
2777,3.63
2778,4.75
2779,6.51
2780,4.8
2781,6.0
2782,6.4
2783,4.9
2784,20.57
2785,4.76
2786,2.0
2787,9.92
2788,3.69
2789,5.75
2790,5.7
2791,4.94
2792,4.29
2793,3.0
2794,6.5
2795,4.9
2796,5.4
2797,24.0
2798,7.46
2799,9.6
2800,25.0
2801,6.8
2802,8.59
2803,5.29
2804,2.5
2805,13.9
2806,20.0
2807,3.4
2808,5.5
2809,3.65
2810,5.86
2811,10.44
2812,3.37
2813,6.95
2814,9.9
2815,3.3
2816,50.5
2817,12.5
2818,20.5
2819,14.5
2820,20.0
2821,5.25
2822,5.9
2823,2.6
2824,11.0
2825,15.5
2826,5.75
2827,75.0
2828,2.0
2829,2.3
2830,8.2
2831,4.8
2832,8.5
2833,2.9
2834,6.5
2835,5.85
2836,23.91
2837,7.36
2838,17.25
2839,7.0
2840,17.65
2841,2.5
2842,6.0
2843,8.25
2844,44.83
2845,10.5
2846,1.9
2847,4.25
2848,26.5
2849,22.5
2850,3.3
2851,4.3
2852,5.25
2853,11.75
2854,4.25
2855,14.22
2856,4.2
2857,18.25
2858,18.5
2859,2.4
2860,6.5
2861,3.2
2862,3.99
2863,5.45
2864,2.7
2865,6.25
2866,13.28
2867,3.7
2868,39.51
2869,1.4
2870,3.5
2871,3.78
2872,2.7
2873,3.2
2874,5.0
2875,7.0
2876,2.85
2877,4.25
2878,4.9
2879,16.9
2880,4.25
2881,4.34
2882,17.0
2883,28.45
2884,6.15
2885,9.25
2886,4.85
2887,4.8
2888,2.3
2889,4.75
2890,5.0
2891,2.5
2892,5.95
2893,16.0
2894,6.15
2895,4.05
2896,3.1
2897,5.49
2898,42.91
2899,5.7
2900,2.85
2901,2.35
2902,14.76
2903,2.25
2904,3.65
2905,7.25
2906,10.69
2907,5.5
2908,5.1
2909,3.25
2910,9.25
2911,1.7
2912,2.87
2913,17.75
2914,4.5
2915,2.95
2916,2.6
2917,3.0
2918,15.5
2919,2.8
2920,2.5
2921,5.75
2922,2.8
2923,4.59
2924,3.65
2925,19.85
2926,18.5
2927,6.95
2928,2.85
2929,3.75
2930,2.3
2931,2.3
2932,5.95
2933,3.49
2934,47.7
2935,6.43
2936,4.5
2937,39.75
2938,4.0
2939,6.98
2940,1.75
2941,4.75
2942,23.5
2943,7.49
2944,10.85
2945,3.5
2946,6.3
2947,6.75
2948,28.88
2949,14.23
2950,15.0
2951,5.8
2952,3.75
2953,12.75
2954,1.95
2955,4.95
2956,8.25
2957,20.99
2958,17.5
2959,5.36
2960,6.35
2961,2.95
2962,55.7
2963,1.15
2964,37.5
2965,4.07
2966,2.99
2967,7.9
2968,7.49
2969,1.1
2970,56.0
2971,3.5
2972,3.0
2973,6.1
2974,2.25
2975,5.95
2976,4.95
2977,5.49
2978,6.67
2979,6.25
2980,34.88
2981,6.9
2982,5.99
2983,10.4
2984,29.0
2985,5.85
2986,2.21
2987,2.4
2988,3.0
2989,3.75
2990,2.95
2991,5.8
2992,4.9
2993,16.95
2994,12.5
2995,5.0
2996,4.68
2997,29.8
2998,3.46
2999,4.0
3000,4.5
3001,5.87
3002,9.5
3003,32.5
3004,3.88
3005,13.08
3006,3.5
3007,3.5
3008,4.45
3009,2.35
3010,5.0
3011,28.0
3012,2.0
3013,6.35
3014,24.63
3015,3.0
3016,7.9
3017,3.25
3018,8.25
3019,2.85
3020,3.2
3021,1.75
3022,5.75
3023,4.7
3024,2.9
3025,4.25
3026,14.5
3027,5.34
3028,3.85
3029,8.5
3030,4.2
3031,6.75
3032,26.0
3033,8.61
3034,1.46
3035,2.8
3036,4.0
3037,5.47
3038,2.45
3039,21.5
3040,1.38
3041,13.5
3042,3.1
3043,5.49
3044,9.51
3045,2.39
3046,3.25
3047,5.65
3048,1.85
3049,2.02
3050,5.8
3051,6.9
3052,5.35
3053,2.85
3054,22.75
3055,0.45
3056,4.64
3057,5.27
3058,10.0
3059,3.95
3060,3.38
3061,16.8
3062,1.99
3063,5.84
3064,36.15
3065,25.7
3066,9.24
3067,7.65
3068,25.31
3069,4.75
3070,6.69
3071,3.1
3072,1.55
3073,6.84
3074,1.6
3075,21.73
3076,4.75
3077,2.45
3078,31.55
3079,10.25
3080,27.36
3081,6.5
3082,4.25
3083,5.5
3084,4.0
3085,4.65
3086,28.5
3087,7.11
3088,3.9
3089,5.6
3090,2.25
3091,3.9
3092,28.63
3093,7.25
3094,2.0
3095,3.5
3096,5.0
3097,3.72
3098,3.45
3099,4.5
3100,14.36
3101,5.5
3102,3.0
3103,6.08
3104,5.0
3105,20.25
3106,18.0
3107,17.5
3108,2.1
3109,7.5
3110,24.77
3111,8.65
3112,35.5
3113,10.5
3114,13.0
3115,26.5
3116,1.4
3117,7.51
3118,4.3
3119,8.95
3120,6.91
3121,9.75
3122,4.0
3123,3.65
3124,10.75
3125,4.51
3126,49.22
3127,3.7
3128,12.99
3129,4.15
3130,4.4
3131,4.25
3132,4.25
3133,7.7
3134,39.75
3135,8.5
3136,7.0
3137,0.8
3138,15.25
3139,2.25
3140,4.85
3141,6.42
3142,2.5
3143,5.75
3144,0.5
3145,11.52
3146,4.5
3147,4.75
3148,13.54
3149,23.41
3150,19.25
3151,20.0
3152,13.0
3153,3.99
3154,4.65
3155,4.65
3156,3.15
3157,8.25
3158,65.0
3159,4.5
3160,17.5
3161,4.31
3162,6.2
3163,3.32
3164,3.75
3165,4.7
3166,6.5
3167,7.25
3168,8.94
3169,7.34
3170,6.9
3171,5.9
3172,6.75
3173,4.1
3174,27.0
3175,4.5
3176,14.5
3177,5.25
3178,1.2
3179,4.95
3180,7.5
3181,48.0
3182,4.45
3183,59.65
3184,4.38
3185,7.9
3186,1.88
3187,7.29
3188,6.0
3189,6.7
3190,1.5
3191,23.8
3192,7.77
3193,3.32
3194,4.94
3195,11.0
3196,3.4
3197,4.17
3198,1.25
3199,5.45
3200,2.59
3201,12.01
3202,2.45
3203,29.0
3204,11.99
3205,7.9
3206,6.25
3207,1.8
3208,2.8
3209,4.9
3210,2.25
3211,8.89
3212,15.0
3213,5.65
3214,7.0
3215,2.95
3216,3.3
3217,3.5
3218,2.3
3219,13.69
3220,3.1
3221,12.75
3222,13.75
3223,6.75
3224,5.25
3225,8.75
3226,8.87
3227,6.5
3228,4.5
3229,12.5
3230,16.8
3231,8.75
3232,8.5
3233,2.21
3234,1.6
3235,6.25
3236,2.25
3237,25.75
3238,6.75
3239,6.25
3240,5.1
3241,10.75
3242,5.7
3243,5.95
3244,2.4
3245,3.49
3246,4.0
3247,3.85
3248,3.95
3249,3.0
3250,6.7
3251,6.14
3252,4.4
3253,4.25
3254,25.93
3255,7.0
3256,25.12
3257,4.45
3258,2.4
3259,4.33
3260,6.93
3261,4.25
3262,12.5
3263,4.9
3264,4.5
3265,3.0
3266,5.8
3267,3.33
3268,6.62
3269,5.75
3270,6.2
3271,3.5
3272,2.0
3273,4.0
3274,9.5
3275,17.5
3276,6.11
3277,3.75
3278,6.2
3279,6.15
3280,2.4
3281,2.15
3282,3.75
3283,2.15
3284,4.75
3285,2.45
3286,11.15
3287,8.9
3288,4.35
3289,12.0
3290,8.5
3291,4.27
3292,4.25
3293,9.25
3294,8.61
3295,28.0
3296,9.25
3297,8.6
3298,7.53
3299,5.75
3300,4.15
3301,5.84
3302,16.5
3303,43.0
3304,3.55
3305,8.9
3306,2.5
3307,3.85
3308,7.5
3309,1.8
3310,2.25
3311,24.25
3312,4.35
3313,11.5
3314,4.75
3315,4.99
3316,9.15
3317,13.99
3318,19.75
3319,16.77
3320,2.5
3321,3.65
3322,23.5
3323,3.11
3324,4.57
3325,5.32
3326,3.2
3327,5.63
3328,3.0
3329,9.25
3330,1.2
3331,2.15
3332,3.05
3333,11.5
3334,2.3
3335,4.95
3336,4.75
3337,10.15
3338,2.65
3339,3.8
3340,16.68
3341,5.0
3342,3.75
3343,4.11
3344,4.25
3345,3.45
3346,22.5
3347,4.5
3348,0.9
3349,1.85
3350,3.25
3351,7.34
3352,4.25
3353,6.45
3354,10.75
3355,27.75
3356,0.99
3357,24.0
3358,6.1
3359,8.25
3360,4.65
3361,9.75
3362,4.4
3363,3.99
3364,45.73
3365,5.27
3366,3.5
3367,7.25
3368,1.6
3369,6.0
3370,3.0
3371,4.95
3372,8.99
3373,1.85
3374,6.16
3375,3.5
3376,4.5
3377,7.75
3378,6.6
3379,4.98
3380,9.75
3381,5.55
3382,10.3
3383,7.5
3384,1.8
3385,6.25
3386,6.8
3387,3.0
3388,11.6
3389,6.95
3390,3.5
3391,5.5
3392,5.65
3393,3.25
3394,7.72
3395,12.0
3396,1.55
3397,10.75
3398,6.72
3399,28.55
3400,75.0
3401,10.49
3402,3.8
3403,18.5
3404,6.0
3405,5.5
3406,2.3
3407,8.7
3408,4.95
3409,4.25
3410,10.94
3411,21.26
3412,11.5
3413,6.0
3414,4.1
3415,2.01
3416,2.6
3417,2.35
3418,9.15
3419,2.9
3420,9.18
3421,11.45
3422,2.1
3423,5.53
3424,3.75
3425,12.5
3426,15.5
3427,14.5
3428,12.46
3429,5.25
3430,25.0
3431,45.0
3432,5.1
3433,3.5
3434,12.5
3435,5.55
3436,19.48
3437,3.91
3438,2.19
3439,6.89
3440,3.47
3441,2.85
3442,25.64
3443,10.28
3444,6.3
3445,4.75
3446,5.8
3447,44.5
3448,4.65
3449,3.6
3450,12.25
3451,20.0
3452,16.0
3453,6.21
3454,3.25
3455,9.75
3456,4.45
3457,12.0
3458,0.8
3459,5.95
3460,3.0
3461,5.25
3462,22.2
3463,13.5
3464,13.5
3465,3.47
3466,9.5
3467,4.8
3468,6.54
3469,3.1
3470,7.99
3471,3.3
3472,8.75
3473,4.19
3474,30.77
3475,2.11
3476,6.25
3477,11.4
3478,5.2
3479,39.84
3480,4.45
3481,19.5
3482,1.75
3483,5.1
3484,6.8
3485,5.74
3486,3.3
3487,32.0
3488,35.0
3489,8.9
3490,4.0
3491,19.46
3492,5.25
3493,2.6
3494,9.22
3495,1.8
3496,31.75
3497,5.99
3498,4.94
3499,1.5
3500,3.25
3501,1.95
3502,6.5
3503,3.71
3504,5.0
3505,1.99
3506,4.25
3507,8.0
3508,2.95
3509,3.5
3510,16.0
3511,2.75
3512,6.95
3513,12.5
3514,36.83
3515,2.7
3516,9.9
3517,3.83
3518,5.25
3519,7.75
3520,2.46
3521,3.96
3522,8.25
3523,7.58
3524,3.99
3525,6.25
3526,5.0
3527,4.65
3528,21.37
3529,1.75
3530,16.09
3531,4.1
3532,3.56
3533,4.21
3534,6.6
3535,14.35
3536,9.5
3537,21.9
3538,30.45
3539,5.1
3540,5.44
3541,1.6
3542,16.67
3543,3.85
3544,10.64
3545,3.5
3546,1.1
3547,2.6
3548,18.5
3549,7.95
3550,5.49
3551,6.95
3552,1.0
3553,4.45
3554,6.99
3555,3.51
3556,7.54
3557,3.65
3558,16.0
3559,1.4
3560,6.45
3561,4.4
3562,5.95
3563,3.9
3564,35.28
3565,14.25
3566,4.5
3567,7.5
3568,3.41
3569,3.25
3570,8.3
3571,3.45
3572,11.95
3573,4.25
3574,8.25
3575,5.95
3576,4.3
3577,3.9
3578,6.41
3579,8.36
3580,3.85
3581,36.0
3582,7.5
3583,5.7
3584,5.5
3585,5.9
3586,7.75
3587,18.0
3588,4.4
3589,8.27
3590,4.75
3591,3.8
3592,3.4
3593,4.7
3594,1.49
3595,4.5
3596,5.4
3597,11.5
3598,3.5
3599,16.5
3600,3.9
3601,3.25
3602,5.84
3603,5.75
3604,10.0
3605,1.05
3606,5.64
3607,50.97
3608,29.95
3609,4.85
3610,14.5
3611,5.5
3612,3.2
3613,4.5
3614,30.72
3615,3.5
3616,6.99
3617,3.45
3618,6.57
3619,17.5
3620,3.75
3621,9.99
3622,8.2
3623,1.1
3624,3.89
3625,2.45
3626,13.75
3627,3.0
3628,9.25
3629,17.65
3630,18.25
3631,3.45
3632,23.75
3633,5.45
3634,5.25
3635,2.9
3636,14.2
3637,5.8
3638,7.22
3639,4.87
3640,3.3
3641,3.0
3642,26.0
3643,2.9
3644,7.5
3645,2.36
3646,11.39
3647,7.02
3648,8.0
3649,7.11
3650,3.9
3651,2.15
3652,3.25
3653,70.66
3654,4.61
3655,2.35
3656,4.05
3657,0.8
3658,5.6
3659,5.35
3660,3.25
3661,11.5
3662,4.25
3663,4.45
3664,2.85
3665,7.85
3666,5.3
3667,8.0
3668,9.43
3669,2.75
3670,13.5
3671,9.99
3672,6.95
3673,6.75
3674,5.5
3675,9.18
3676,4.15
3677,6.5
3678,4.11
3679,2.25
3680,4.56
3681,4.0
3682,5.27
3683,9.11
3684,6.2
3685,19.97
3686,10.17
3687,4.5
3688,14.28
3689,2.47
3690,7.9
3691,2.3
3692,6.5
3693,3.25
3694,5.85
3695,29.0
3696,25.71
3697,1.85
3698,22.75
3699,8.32
3700,26.0
3701,3.45
3702,5.15
3703,3.51
3704,3.45
3705,3.75
3706,1.45
3707,2.2
3708,7.99
3709,6.75
3710,5.0
3711,5.9
3712,3.75
3713,29.5
3714,4.75
3715,11.5
3716,6.95
3717,5.4
3718,4.75
3719,2.15
3720,0.9
3721,3.5
3722,5.85
3723,3.15
3724,6.0
3725,2.23
3726,2.5
3727,3.87
3728,9.5
3729,17.75
3730,3.75
3731,1.5
3732,5.0
3733,17.0
3734,4.38
3735,41.5
3736,3.0
3737,11.0
3738,14.0
3739,7.65
3740,8.7
3741,9.9
3742,2.05
3743,5.25
3744,5.77
3745,1.95
3746,7.45
3747,2.6
3748,3.25
3749,3.85
3750,7.5
3751,11.5
3752,3.25
3753,1.5
3754,5.31
3755,9.0
3756,3.59
3757,7.35
3758,12.0
3759,6.02
3760,2.57
3761,12.45
3762,12.63
3763,7.75
3764,5.5
3765,4.43
3766,24.51
3767,2.65
3768,2.1
3769,3.2
3770,4.25
3771,1.1
3772,4.3
3773,8.9
3774,6.5
3775,3.5
3776,4.25
3777,16.46
3778,5.95
3779,7.1
3780,1.25
3781,5.5
3782,3.25
3783,5.0
3784,6.58
3785,19.5
3786,6.14
3787,4.95
3788,5.75
3789,6.6
3790,5.72
3791,2.6
3792,6.5
3793,6.1
3794,3.85
3795,4.5
3796,18.25
3797,5.75
3798,3.35
3799,0.9
3800,5.5
3801,3.99
3802,18.75
3803,3.5
3804,16.45
3805,3.65
3806,5.4
3807,8.7
3808,20.75
3809,12.5
3810,1.89
3811,4.0
3812,3.95
3813,7.85
3814,7.0
3815,24.99
3816,4.5
3817,1.25
3818,3.95
3819,1.6
3820,0.6
3821,3.39
3822,9.8
3823,5.91
3824,8.25
3825,3.75
3826,12.5
3827,3.8
3828,4.35
3829,32.5
3830,3.0
3831,19.0
3832,5.0
3833,5.45
3834,2.7
3835,10.75
3836,5.8
3837,0.95
3838,0.63
3839,17.55
3840,3.0
3841,15.0
3842,6.0
3843,7.65
3844,8.5
3845,2.25
3846,4.65
3847,7.85
3848,3.46
3849,8.25
3850,1.25
3851,16.0
3852,7.4
3853,3.07
3854,3.84
3855,4.2
3856,10.82
3857,6.1
3858,3.1
3859,1.0
3860,4.69
3861,5.4
3862,12.0
3863,6.5
3864,3.0
3865,6.9
3866,4.0
3867,4.25
3868,5.1
3869,4.9
3870,3.6
3871,34.0
3872,8.25
3873,1.3
3874,39.05
3875,3.75
3876,2.1
3877,8.8
3878,5.84
3879,9.03
3880,3.25
3881,4.9
3882,6.46
3883,18.5
3884,2.7
3885,4.6
3886,5.35
3887,2.3
3888,15.45
3889,12.49
3890,48.76
3891,3.2
3892,8.75
3893,5.99
3894,2.9
3895,1.8
3896,6.25
3897,5.45
3898,52.5
3899,5.6
3900,6.45
3901,3.7
3902,3.49
3903,3.55
3904,9.0
3905,2.7
3906,1.5
3907,15.9
3908,5.2
3909,16.25
3910,3.31
3911,24.0
3912,2.5
3913,3.9
3914,3.85
3915,8.8
3916,4.95
3917,5.75
3918,6.17
3919,3.45
3920,3.2
3921,13.49
3922,24.5
3923,14.7
3924,6.0
3925,34.18
3926,3.5
3927,2.15
3928,11.25
3929,2.0
3930,4.27
3931,7.68
3932,14.52
3933,16.85
3934,5.75
3935,8.3
3936,3.95
3937,4.8
3938,12.0
3939,6.25
3940,2.5
3941,7.5
3942,3.5
3943,1.99
3944,2.25
3945,3.25
3946,28.5
3947,1.5
3948,7.0
3949,27.5
3950,10.5
3951,21.5
3952,35.0
3953,7.99
3954,4.88
3955,40.5
3956,6.55
3957,29.64
3958,4.34
3959,6.22
3960,2.25
3961,38.0
3962,2.15
3963,22.45
3964,20.87
3965,3.1
3966,5.95
3967,0.86
3968,9.25
3969,2.25
3970,6.13
3971,3.79
3972,160.0
3973,3.85
3974,4.5
3975,8.61
3976,6.5
3977,2.6
3978,15.0
3979,4.7
3980,12.99
3981,7.32
3982,6.5
3983,5.67
3984,3.0
3985,5.5
3986,3.35
3987,25.02
3988,26.11
3989,7.09
3990,2.65
3991,6.5
3992,4.5
3993,57.0
3994,3.82
3995,5.25
3996,16.81
3997,21.5
3998,8.5
3999,3.25
4000,27.11
4001,5.95
4002,6.79
4003,2.55
4004,3.7
4005,6.75
4006,6.95
4007,2.78
4008,6.18
4009,36.0
4010,5.81
4011,3.41
4012,26.5
4013,16.0
4014,12.13
4015,1.8
4016,6.25
4017,2.75
4018,6.0
4019,11.56
4020,5.2
4021,7.52
4022,12.49
4023,35.82
4024,6.25
4025,6.22
4026,8.02
4027,3.75
4028,11.75
4029,2.25
4030,3.55
4031,38.15
4032,2.66
4033,2.85
4034,4.95
4035,6.5
4036,2.4
4037,12.5
4038,3.0
4039,6.67
4040,1.97
4041,2.8
4042,2.65
4043,4.75
4044,19.0
4045,4.5
4046,8.25
4047,3.5
4048,8.5
4049,9.0
4050,6.75
4051,5.4
4052,3.5
4053,2.6
4054,20.5
4055,11.31
4056,4.5
4057,56.0
4058,5.2
4059,5.25
4060,3.6
4061,3.3
4062,5.85
4063,3.9
4064,7.98
4065,4.3
4066,2.25
4067,3.2
4068,6.55
4069,6.9
4070,2.95
4071,11.45
4072,6.37
4073,5.0
4074,2.6
4075,1.9
4076,60.95
4077,4.44
4078,15.3
4079,8.2
4080,5.25
4081,8.5
4082,23.75
4083,2.74
4084,13.83
4085,6.99
4086,2.25
4087,11.49
4088,2.87
4089,3.25
4090,3.5
4091,4.49
4092,2.9
4093,12.36
4094,6.0
4095,31.0
4096,5.49
4097,5.86
4098,9.0
4099,7.7
4100,9.47
4101,29.0
4102,5.42
4103,6.39
4104,2.75
4105,2.5
4106,2.35
4107,4.65
4108,6.0
4109,3.5
4110,7.0
4111,7.75
4112,2.93
4113,22.5
4114,40.66
4115,1.75
4116,8.2
4117,4.49
4118,26.5
4119,2.6
4120,2.49
4121,5.4
4122,4.35
4123,32.73
4124,26.0
4125,2.5
4126,21.66
4127,2.99
4128,2.61
4129,8.25
4130,12.5
4131,5.5
4132,5.53
4133,1.1
4134,6.85
4135,17.09
4136,4.93
4137,17.5
4138,1.95
4139,6.1
